Gene,SRR6408410,SRR6408239,SRR6408314
gene-UBTD2,907.3333333333334,47.0,387.0
gene-SH3PXD2B,75.33333333333333,0.0,61.0
gene-NEURL1B,837.0,195.0,382.0
gene-DUSP1,0.0,0.0,304.0
gene-ERGIC1,576.5,17.5,313.3333333333333
gene-RPL26L1,502.57142857142856,105.14285714285714,583.1428571428571
gene-ATP6V0E1,5828.0,417.0,2373.0
gene-CREBRF,8.333333333333334,24.666666666666668,159.16666666666666
gene-BNIP1,418.0,119.33333333333333,57.0
gene-NKX2-5,169.25,296.25,5.25
gene-STC2,0.0,0.0,82.0
gene-BOD1,285.0,50.0,180.0
gene-CPEB4,149.0,9.75,358.25
gene-C5orf47,0.0,0.0,0.0
gene-NSG2,2.0,0.0,0.0
gene-MSX2,129.0,0.0,88.0
gene-DRD1,0.0,0.0,0.0
gene-SFXN1,1494.857142857143,91.42857142857143,2289.714285714286
gene-HRH2,0.0,1.4285714285714286,0.0
gene-CPLX2,1.0,0.0,0.6666666666666666
gene-THOC3,844.6666666666666,114.0,266.0
gene-LOC105377746,0.0,0.0,0.0
gene-FAM153B,2.0,1.0,1.0
gene-SIMC1,1830.0,49.3,165.7
gene-KIAA1191,681.0,63.0,1007.6153846153846
gene-ARL10,3651.6666666666665,675.6666666666666,1058.6666666666667
gene-NOP16,9120.0,998.0,2447.0
gene-HIGD2A,1265.0,734.0,413.0
gene-CLTB,520.5,270.75,289.25
gene-FAF2,953.0,114.5,1101.0
gene-RNF44,37.0,2.9166666666666665,5.0
gene-LOC112267951,0.0,0.0,0.0
gene-CDHR2,8.5,0.0,11.0
gene-GPRIN1,65.0,2.0,89.0
gene-SNCB,0.0,2.909090909090909,18.90909090909091
gene-EIF4E1B,1.0,0.0,0.0
gene-TSPAN17,24.0,15.0,50.0
gene-UNC5A,2.0,0.0,2.0
gene-HK3,0.0,0.0,0.0
gene-UIMC1,361.1,65.3,358.95
gene-ZNF346,621.3461538461538,4.076923076923077,234.30769230769232
gene-FGFR4,283.8,119.0,163.8
gene-NSD1,318.3125,122.0625,225.125
gene-RAB24,748.0,23.0,113.0
gene-PRELID1,6006.0,1155.0,2394.0
gene-MXD3,1384.5,285.0,566.0
gene-LMAN2,3822.0,2051.0,2113.0
gene-RGS14,79.0,1.0,19.0
gene-SLC34A1,103.33333333333333,70.66666666666667,55.833333333333336
gene-PFN3,0.0,0.0,0.0
gene-F12,620.0,423.0,335.0
gene-GRK6,1292.3333333333333,511.22222222222223,457.1111111111111
gene-PRR7,291.0,186.33333333333334,63.5
gene-DBN1,64.0,33.0,63.3
gene-PDLIM7,281.2,492.8,567.8
gene-DOK3,1.0,50.0,0.0
gene-DDX41,438.0,684.0,399.0
gene-FAM193B,31.058823529411764,37.23529411764706,70.82352941176471
gene-TMED9,223.0,152.0,430.0
gene-B4GALT7,668.6666666666666,35.0,168.66666666666666
gene-FAM153A,0.4444444444444444,0.4444444444444444,1.8518518518518519
gene-PROP1,0.0,0.0,0.0
gene-N4BP3,0.0,0.0,0.0
gene-RMND5B,415.54545454545456,203.45454545454547,271.3636363636364
gene-NHP2,2576.0,1143.0,1656.0
gene-GMCL2,0.0,0.0,68.0
gene-HNRNPAB,1453.0,311.0,579.0
gene-PHYKPL,1177.4166666666667,250.875,321.2916666666667
gene-COL23A1,34.0,20.90909090909091,20.0
gene-CLK4,181.0,6.0,162.0
gene-MSANTD5,1.0,1.0,4.0
gene-ZNF354A,125.25,0.0,122.75
gene-ZNF354B,16.0,0.0,166.0
gene-ZFP2,131.0,9.0,97.0
gene-ZNF454,1.0,3.5,0.0
gene-GRM6,0.0,0.0,0.0
gene-ZNF879,0.0,0.0,0.0
gene-ZNF354C,361.0,14.0,138.0
gene-ADAMTS2,6.5,4.0,0.5
gene-RUFY1,3.3636363636363638,48.63636363636363,31.90909090909091
gene-HNRNPH1,673.5454545454545,192.66666666666666,442.0
gene-C5orf60,0.0,0.0,0.0
gene-CBY3,0.0,0.0,0.0
gene-CANX,1307.1538461538462,142.3846153846154,1761.6923076923076
gene-MAML1,102.0,21.0,22.0
gene-LTC4S,0.0,0.0,0.0
gene-MGAT4B,485.8,203.6,254.4
gene-SQSTM1,4859.0,1465.3333333333333,2455.3333333333335
gene-MRNIP,126.0,35.0,19.0
gene-TBC1D9B,687.0,273.0,274.0
gene-RNF130,3194.5,154.75,1252.5
gene-RASGEF1C,0.0,5.0,1.0
gene-MAPK9,317.6875,48.875,267.8125
gene-GFPT2,786.0,8.0,329.0
gene-CNOT6,160.0,176.42857142857142,233.85714285714286
gene-SCGB3A1,0.0,0.0,0.0
gene-FLT4,0.0,1.3636363636363635,0.0
gene-OR2Y1,0.0,0.0,0.0
gene-MGAT1,354.4782608695652,88.0,315.4347826086956
gene-ZFP62,267.0,0.0,394.0833333333333
gene-BTNL8,0.0,1.0,0.0
gene-BTNL3,0.0,0.0,0.0
gene-BTNL9,0.0,1.0,0.0
gene-OR2V1,0.0,1.0,0.0
gene-OR2V2,0.0,0.0,0.0
gene-TRIM7,5.111111111111111,110.88888888888889,122.44444444444444
gene-TRIM41,0.0,0.0,0.0
gene-RACK1,31612.0,3380.0,9891.0
gene-TRIM52,60.333333333333336,22.166666666666668,78.33333333333333
gene-OR4F3,0.0,0.0,0.0
gene-DUSP22,76.8,0.8,98.8
gene-IRF4,204.0,0.0,535.0
gene-EXOC2,619.5,62.3,179.5
gene-HUS1B,0.0,0.0,0.0
gene-LOC107986554,0.0,0.0,0.0
gene-FOXQ1,0.0,0.0,0.0
gene-FOXF2,16.0,0.0,164.0
gene-FOXC1,55.0,16.0,8.0
gene-GMDS,8.0,359.1,208.6
gene-MYLK4,14.6,4.0,43.2
gene-WRNIP1,285.0,8.5,366.0
gene-SERPINB1,579.5,66.0,169.0
gene-SERPINB9,19.0,6.0,20.0
gene-SERPINB6,2824.470588235294,322.6470588235294,840.0
gene-NQO2,868.75,447.0,385.25
gene-RIPK1,16.90909090909091,47.18181818181818,100.36363636363636
gene-BPHL,431.0,116.0,397.0
gene-TUBB2A,2498.0,843.0,2008.0
gene-TUBB2B,1150.0,585.0,948.0
gene-PSMG4,375.14285714285717,173.57142857142858,119.42857142857143
gene-SLC22A23,111.0625,2.25,0.8125
gene-PXDC1,80.0,206.0,359.5
gene-FAM50B,0.0,0.0,0.0
gene-PRPF4B,315.4583333333333,49.916666666666664,379.4583333333333
gene-FAM217A,7.833333333333333,1.25,8.083333333333334
gene-C6orf201,1255.6666666666667,71.33333333333333,674.0
gene-ECI2,1706.0,125.0,896.4
gene-CDYL,8.5,59.0,42.833333333333336
gene-RPP40,614.8333333333334,60.333333333333336,355.0
gene-LYRM4,436.42857142857144,109.0,205.14285714285714
gene-PPP1R3G,0.0,0.0,1.0
gene-FARS2,251.75,69.8125,20.5625
gene-NRN1,1.0,38.2,1.0
gene-F13A1,1.0,4.0,4.0
gene-LY86,1.5,0.5,2.0
gene-RREB1,138.0,61.0,46.25
gene-SSR1,3726.0,501.0,3672.0
gene-CAGE1,6722.0,521.0,1916.6666666666667
gene-RIOK1,719.3333333333334,157.33333333333334,276.3333333333333
gene-DSP,1.0,4.0,1.0
gene-SNRNP48,94.0,0.0,36.5
gene-BMP6,185.0,22.0,271.0
gene-TXNDC5,4767.5,436.0,4335.5
gene-BLOC1S5,285.0,19.0,431.0
gene-EEF1E1,2122.0,210.5,2261.5
gene-SLC35B3,238.33333333333334,26.866666666666667,280.8666666666667
gene-OFCC1,19.0,13.0,55.0
gene-TFAP2A,240.0,163.33333333333334,287.5
gene-GCNT2,6.0,1.7777777777777777,27.555555555555557
gene-C6orf52,1.75,3.375,0.0
gene-PAK1IP1,557.0,67.5,180.0
gene-TMEM14C,826.0,147.0,600.0
gene-TMEM14B,1039.0,209.6,933.0
gene-MAK,36.416666666666664,11.583333333333334,13.333333333333334
gene-GCM2,0.0,0.0,0.0
gene-SYCP2L,5.0,1.0,2.0
gene-ELOVL2,87.25,3.75,46.25
gene-SMIM13,193.0,34.0,288.0
gene-ERVFRD-1,0.0,0.0,0.0
gene-NEDD9,288.5,58.25,160.25
gene-TMEM170B,1.0,5.0,158.0
gene-ADTRP,3.5714285714285716,1.4285714285714286,7.571428571428571
gene-HIVEP1,415.53333333333336,30.533333333333335,40.46666666666667
gene-EDN1,0.0,0.0,0.16666666666666666
gene-PHACTR1,1320.8148148148148,115.92592592592592,780.0
gene-TBC1D7-LOC100130357,5693.0,176.0,2912.0
gene-TBC1D7,3891.4285714285716,28.857142857142858,1925.7142857142858
gene-GFOD1,83.4,4.0,35.4
gene-SIRT5,344.22222222222223,1.1111111111111112,136.88888888888889
gene-NOL7,1422.5,1239.0,1446.5
gene-RANBP9,324.0,11.5,166.75
gene-MCUR1,871.0,189.0,402.0
gene-RNF182,11.0,2.0,31.0
gene-CD83,704.3333333333334,0.0,293.3333333333333
gene-JARID2,202.75,95.875,120.875
gene-DTNBP1,194.54545454545453,93.81818181818181,153.63636363636363
gene-MYLIP,162.0,45.25,0.0
gene-GMPR,2.0,22.0,1.0
gene-ATXN1,229.0,94.0,148.0
gene-STMND1,1.0,1.0,0.0
gene-RBM24,0.0,0.0,0.0
gene-CAP2,804.0,38.0,393.0
gene-FAM8A1,72.0,3.0,340.0
gene-NUP153,482.75,83.375,143.5
gene-KIF13A,67.9090909090909,89.18181818181819,165.1818181818182
gene-NHLRC1,0.0,0.0,0.0
gene-TPMT,550.0,14.0,915.0
gene-KDM1B,25.833333333333332,13.166666666666666,329.9166666666667
gene-DEK,510.0,67.4,808.0
gene-RNF144B,24.0,0.0,5.0
gene-ID4,0.0,0.0,121.0
gene-MBOAT1,33.5,4.0,58.0
gene-E2F3,41.142857142857146,34.714285714285715,122.42857142857143
gene-CDKAL1,590.6666666666666,126.0,266.0
gene-SOX4,107.0,25.0,58.0
gene-PRL,0.0,0.75,0.0
gene-HDGFL1,0.0,0.0,0.0
gene-NRSN1,0.0,0.0,0.0
gene-DCDC2,4.5,2.5,91.5
gene-KAAG1,0.0,0.0,0.0
gene-MRS2,713.2,32.0,583.0
gene-GPLD1,157.66666666666666,6.0,105.33333333333333
gene-ALDH5A1,190.0,0.0,102.0
gene-KIAA0319,1.9090909090909092,1.8181818181818181,0.9090909090909091
gene-TDP2,87.0,0.0,235.0
gene-ACOT13,693.0,185.0,369.0
gene-C6orf62,13.0,33.333333333333336,415.0
gene-GMNN,583.5,204.16666666666666,710.0
gene-ARMH2,0.0,0.0,0.0
gene-RIPOR2,2325.8947368421054,74.94736842105263,689.2105263157895
gene-CARMIL1,12.4,13.666666666666666,63.4
gene-SCGN,2.0,2.5,2.5
gene-SLC17A1,0.375,0.125,0.125
gene-H2AC1,0.0,0.0,0.0
gene-H2BC1,0.0,0.0,0.0
gene-SLC17A4,0.0,1.0,0.0
gene-SLC17A3,1.0,0.0,0.0
gene-SLC17A2,1.0,0.0,0.0
gene-TRIM38,289.2,7.2,0.8
gene-H1-1,42.0,0.0,0.0
gene-H3C1,0.0,0.0,0.0
gene-H4C1,0.0,0.0,0.0
gene-H4C2,0.0,0.0,0.0
gene-H3C2,0.0,29.0,0.0
gene-H2AC4,0.0,0.0,0.0
gene-H2BC3,0.0,0.0,35.0
gene-H3C3,0.0,42.0,0.0
gene-H1-2,66.0,193.0,115.0
gene-HFE,1.0,3.0,0.0
gene-H4C3,2623.0,271.0,642.0
gene-H1-6,0.0,0.0,0.0
gene-H2BC4,87.0,173.0,30.5
gene-H2AC6,351.0,446.0,143.0
gene-H1-4,0.0,38.0,0.0
gene-H2BC5,104.0,204.0,22.333333333333332
gene-H2BC6,3.0,7.0,4.0
gene-H4C4,0.0,2.0,0.0
gene-H3C4,82.5,92.0,23.0
gene-H2AC7,64.0,42.0,20.0
gene-H2BC7,52.0,1.0,0.0
gene-H4C5,0.0,4.0,13.0
gene-H2BC8,0.0,17.0,30.0
gene-H2AC8,36.0,47.0,18.0
gene-H3C6,0.0,6.0,21.5
gene-H1-3,0.0,8.0,0.0
gene-H4C6,0.0,0.0,0.0
gene-H4C7,0.0,0.0,0.0
gene-H3C7,44.0,0.0,0.0
gene-H2BC9,117.0,8.0,32.0
gene-H3C8,0.0,0.0,13.0
gene-H2BC10,0.0,0.0,0.0
gene-H4C8,0.0,7.0,0.0
gene-BTN3A2,41.52173913043478,8.08695652173913,161.1304347826087
gene-BTN2A2,237.33333333333334,0.0,20.0
gene-BTN3A1,1.0,26.0,20.0
gene-BTN3A3,0.0,4.0,9.0
gene-BTN2A1,226.0,35.0,162.0
gene-BTN1A1,0.0,0.0,1.0
gene-HMGN4,356.0,40.0,584.0
gene-ABT1,782.0,365.0,489.0
gene-ZNF322,36.0,0.0,0.0
gene-H2BC11,0.0,76.0,37.0
gene-H2AC11,47.0,36.0,0.0
gene-H2BC12,181.0,408.5,104.0
gene-H4C9,0.0,0.0,0.0
gene-H2AC12,0.0,0.0,0.0
gene-PRSS16,0.0,0.0,0.0
gene-POM121L2,0.0,0.0,0.0
gene-LOC105375107,0.0,0.0,0.0
gene-ZNF391,0.0,0.0,1.4285714285714286
gene-ZNF184,1.0,0.0,0.0
gene-H2BC13,0.0,0.0,6.0
gene-H2AC13,43.0,0.0,4.0
gene-H3C10,25.0,52.0,33.0
gene-H2AC14,12.0,0.0,14.0
gene-H2BC14,2.0,0.0,0.0
gene-H4C11,97.0,23.0,1.0
gene-H4C12,103.0,15.0,0.0
gene-H2AC15,0.0,10.0,0.0
gene-H2BC15,38.0,159.0,0.0
gene-H2AC16,0.0,0.0,0.0
gene-H1-5,114.0,0.0,0.0
gene-H3C11,0.0,0.0,14.0
gene-H4C13,0.0,0.0,0.0
gene-H3C12,0.0,0.0,0.0
gene-H2AC17,34.0,2.0,0.0
gene-H2BC17,1.0,40.0,0.0
gene-OR2B2,0.0,0.0,0.0
gene-OR2B6,0.0,7.0,0.0
gene-OR1F12,0.0,0.0,0.0
gene-ZNF165,0.7142857142857143,0.0,0.0
gene-ZSCAN16,0.0,0.0,0.0
gene-ZKSCAN8,73.0,0.0,162.0
gene-ZSCAN9,0.0,0.0,0.0
gene-ZKSCAN4,445.5,0.0,1.0
gene-NKAPL,0.0,0.0,1.0
gene-ZSCAN26,236.85714285714286,3.0,94.0
gene-PGBD1,4.0,2.0,39.285714285714285
gene-ZSCAN31,0.0,0.0,1.75
gene-ZKSCAN3,18.875,1.0,97.5
gene-ZSCAN12,0.0,25.0,0.0
gene-ZSCAN23,1.0,0.0,0.0
gene-GPX6,0.0,0.0,0.0
gene-GPX5,0.0,0.0,0.0
gene-ZBED9,0.0,0.8571428571428571,0.0
gene-TRIM27,196.0,21.0,114.0
gene-ZNF311,0.0,0.0,0.0
gene-OR2W1,0.0,0.0,0.0
gene-OR2B3,0.0,0.0,0.0
gene-OR2J1,0.0,0.0,0.0
gene-OR2J3,0.0,0.0,0.0
gene-OR2J2,0.0,0.0,0.0
gene-OR14J1,0.0,0.0,0.0
gene-OR5V1,0.6666666666666666,0.6666666666666666,1.3333333333333333
gene-OR12D3,0.0,0.0,0.0
gene-OR12D2,0.0,0.0,0.0
gene-OR12D1,0.0,0.0,0.0
gene-OR11A1,0.0,0.0,0.0
gene-OR10C1,0.0,0.0,0.0
gene-OR2H1,0.0,0.0,0.0
gene-MAS1L,0.0,0.0,0.0
gene-UBD,0.0,0.0,0.0
gene-OR2H2,0.0,0.0,0.0
gene-GABBR1,0.0,0.0,0.0
gene-MOG,0.0,0.0,1.0
gene-ZFP57,0.0,0.0,0.0
gene-HLA-F,0.0,9.0,0.0
gene-HLA-G,5.0,0.0,0.0
gene-HLA-A,96.0,48.0,35.0
gene-POLR1H,74.0,1.0,7.0
gene-PPP1R11,107.0,0.0,89.0
gene-RNF39,0.0,0.0,0.75
gene-TRIM31,0.0,0.0,1.0
gene-TRIM40,0.0,0.0,0.0
gene-TRIM10,0.0,0.6666666666666666,0.0
gene-TRIM15,0.0,0.0,0.0
gene-TRIM26,11.0,0.0,1.0
gene-TRIM39,0.8,5.6,0.0
gene-TRIM39-RPP21,72.0,99.0,44.0
gene-RPP21,72.0,95.0,44.0
gene-HLA-E,101.0,15.0,38.0
gene-GNL1,92.5,8.0,32.5
gene-PRR3,33.0,1.0,15.0
gene-ABCF1,80.0,54.0,113.0
gene-PPP1R10,48.0,0.4,43.4
gene-MRPS18B,1070.0,52.0,495.0
gene-ATAT1,30.5,3.3333333333333335,15.333333333333334
gene-C6orf136,36.0,3.5,6.75
gene-DHX16,69.16666666666667,28.0,54.666666666666664
gene-PPP1R18,119.0,5.0,8.0
gene-NRM,80.75,24.0,39.25
gene-MDC1,62.0,8.461538461538462,30.0
gene-TUBB,3253.5,486.0,1591.5
gene-FLOT1,495.5,68.0,210.5
gene-IER3,84.0,38.0,295.0
gene-DDR1,28.0,1.0,0.0
gene-GTF2H4,0.0,0.0,0.0
gene-VARS2,38.0,11.0,0.0
gene-SFTA2,0.0,0.0,0.0
gene-MUCL3,0.0,0.0,0.0
gene-MUC21,0.0,0.0,0.0
gene-MUC22,0.0,0.0,0.0
gene-C6orf15,0.0,0.0,0.0
gene-PSORS1C1,0.0,1.0,0.0
gene-CDSN,0.0,1.0,0.0
gene-PSORS1C2,0.0,0.0,0.0
gene-CCHCR1,43.0,88.0,44.0
gene-TCF19,0.0,0.0,50.0
gene-POU5F1,0.0,0.0,3.0
gene-HLA-C,130.0,180.0,123.0
gene-HLA-B,188.0,240.0,34.0
gene-MICA,156.0,50.0,135.0
gene-MICB,7.0,6.0,47.0
gene-MCCD1,0.0,0.0,2.0
gene-DDX39B,393.0,30.0,212.0
gene-ATP6V1G2,0.0,0.0,0.0
gene-NFKBIL1,0.0,4.0,0.0
gene-LTA,0.0,0.0,0.6666666666666666
gene-TNF,0.0,0.0,0.0
gene-LTB,0.0,0.0,0.0
gene-LST1,0.0,0.0,0.0
gene-NCR3,0.0,0.0,0.0
gene-AIF1,0.0,0.0,0.0
gene-PRRC2A,37.666666666666664,29.333333333333332,15.0
gene-BAG6,31.21875,23.6875,14.0
gene-APOM,8.333333333333334,1.0,0.0
gene-C6orf47,0.0,20.0,0.0
gene-GPANK1,9.181818181818182,5.090909090909091,1.0909090909090908
gene-CSNK2B,565.0,96.0,217.0
gene-LY6G5B,23.0,0.0,0.0
gene-LY6G5C,0.0,0.0,0.0
gene-ABHD16A,99.0,39.5,97.5
gene-LY6G6F-LY6G6D,0.0,0.0,0.0
gene-LY6G6F,0.0,0.0,0.0
gene-LY6G6D,0.0,0.0,0.0
gene-LY6G6C,0.0,0.0,0.0
gene-MPIG6B,0.0,0.0,0.0
gene-DDAH2,25.25,8.0,1.0
gene-CLIC1,811.0,91.0,345.0
gene-MSH5,32.0,2.0,0.0
gene-SAPCD1,0.0,0.0,0.0
gene-VWA7,0.0,1.0,0.0
gene-VARS1,170.25,50.25,34.5
gene-LSM2,147.0,22.0,65.0
gene-HSPA1L,0.0,0.0,0.0
gene-HSPA1A,2.0,23.0,6.0
gene-HSPA1B,0.0,14.0,23.0
gene-NEU1,87.0,5.0,150.0
gene-SLC44A4,0.0,0.0,0.0
gene-EHMT2,1.0,24.0,33.0
gene-C2,0.0,0.0,0.0
gene-ZBTB12,0.0,0.0,0.0
gene-CFB,0.0,0.0,0.0
gene-NELFE,202.0,34.0,135.0
gene-SKIV2L,1.0,24.0,0.0
gene-DXO,39.0,2.0,20.0
gene-STK19,0.5,0.0,0.0
gene-C4A,0.0,0.0,0.0
gene-C4B,0.0,0.0,0.0
gene-CYP21A2,0.0,0.0,0.0
gene-TNXB,0.0,0.0,0.0
gene-ATF6B,0.0,0.0,11.0
gene-FKBPL,0.0,0.0,0.0
gene-PRRT1,0.0,0.3333333333333333,0.0
gene-PPT2,126.0,4.333333333333333,43.0
gene-EGFL8,56.0,0.0,22.0
gene-AGPAT1,39.0,9.0,11.0
gene-RNF5,68.0,0.0,57.0
gene-AGER,0.0,0.0,0.0
gene-PBX2,0.0,0.0,0.0
gene-GPSM3,4.0,0.0,1.0
gene-NOTCH4,0.0,0.0,0.0
gene-TSBP1,18.0,1.0,29.0
gene-BTNL2,0.0,0.0,0.0
gene-HLA-DRA,0.0,0.0,0.0
gene-HLA-DRB5,0.0,0.0,0.0
gene-HLA-DRB1,0.0,0.0,0.0
gene-HLA-DQA1,0.0,0.5,0.0
gene-HLA-DQB1,0.0,0.0,0.0
gene-HLA-DQA2,0.0,0.0,0.0
gene-HLA-DQB2,0.0,0.0,0.0
gene-HLA-DOB,0.0,0.0,0.0
gene-TAP2,26.0,0.0,6.0
gene-PSMB8,104.0,10.0,86.5
gene-TAP1,0.0,12.5,5.0
gene-PSMB9,22.0,1.0,4.0
gene-HLA-DMB,0.0,0.0,0.0
gene-HLA-DMA,0.0,0.0,10.0
gene-BRD2,50.8,12.8,30.2
gene-HLA-DOA,0.0,0.0,0.0
gene-HLA-DPA1,0.0,0.0,0.0
gene-HLA-DPB1,0.0,0.0,0.0
gene-COL11A2,0.0,0.0,0.0
gene-RXRB,2.3333333333333335,1.6666666666666667,3.6666666666666665
gene-SLC39A7,161.0,40.0,107.0
gene-HSD17B8,28.0,0.0,12.0
gene-RING1,0.0,1.0,0.0
gene-VPS52,246.9090909090909,2.4545454545454546,4.818181818181818
gene-RPS18,974.0,225.0,340.0
gene-B3GALT4,0.0,0.0,0.0
gene-WDR46,155.66666666666666,43.5,198.83333333333334
gene-PFDN6,3.0,0.0,1.0
gene-RGL2,7.4,0.8,5.6
gene-TAPBP,65.2,21.2,89.6
gene-ZBTB22,19.0,0.0,0.0
gene-DAXX,176.0,21.0,68.0
gene-SMIM40,0.0,0.0,0.0
gene-KIFC1,68.0,11.0,59.0
gene-PHF1,0.9,1.8,33.6
gene-CUTA,1348.0,204.0,322.0
gene-SYNGAP1,1.0,0.0,0.0
gene-ZBTB9,0.0,0.0,24.0
gene-BAK1,53.0,0.0,0.0
gene-ITPR3,21.333333333333332,0.6666666666666666,125.33333333333333
gene-UQCC2,1511.0,158.0,703.0
gene-IP6K3,0.0,0.0,0.0
gene-LEMD2,313.4,13.6,63.2
gene-MLN,0.0,0.0,0.0
gene-GRM4,0.6666666666666666,0.0,0.0
gene-HMGA1,1809.4166666666667,367.0833333333333,991.25
gene-SMIM29,489.0,156.0,248.0
gene-NUDT3,1309.0,60.0,399.0
gene-RPS10-NUDT3,2431.0,522.0,751.0
gene-RPS10,1280.0,457.0,487.0
gene-PACSIN1,0.6666666666666666,1.0,1.0
gene-SPDEF,0.0,0.0,0.0
gene-ILRUN,172.0,45.666666666666664,35.666666666666664
gene-SNRPC,2713.0,437.0,1406.0
gene-UHRF1BP1,61.0,8.0,9.0
gene-TAF11,292.6666666666667,29.666666666666668,59.333333333333336
gene-ANKS1A,43.833333333333336,25.333333333333332,50.75
gene-TCP11,0.0,1.0,3.0
gene-SCUBE3,7.2,1.0,0.8
gene-ZNF76,458.0,0.9473684210526315,0.0
gene-DEF6,0.0,3.0,92.0
gene-PPARD,485.7857142857143,40.0,10.285714285714286
gene-FANCE,244.83333333333334,14.0,122.0
gene-RPL10A,2784.0,412.0,477.0
gene-TEAD3,231.0,0.0,34.0
gene-TULP1,1.0,1.0,0.0
gene-FKBP5,2.25,2.25,239.75
gene-ARMC12,0.0,0.0,1.0
gene-CLPSL2,0.0,0.0,0.0
gene-CLPSL1,0.5,0.0,0.0
gene-CLPS,0.0,0.0,1.0
gene-LHFPL5,1.0,1.0,2.0
gene-SRPK1,686.0,52.0,488.0
gene-SLC26A8,2.0,1.0,2.0
gene-MAPK14,197.91666666666666,16.916666666666668,140.66666666666666
gene-MAPK13,0.0,0.0,0.0
gene-BRPF3,27.75,22.25,90.0
gene-PNPLA1,0.8888888888888888,1.7777777777777777,0.8888888888888888
gene-BNIP5,0.0,0.0,0.0
gene-ETV7,0.0,0.0,0.0
gene-PXT1,14.5,1.0,0.0
gene-KCTD20,268.1666666666667,48.666666666666664,247.16666666666666
gene-STK38,396.8,22.2,196.4
gene-SRSF3,3337.0,291.0,3651.0
gene-CDKN1A,0.0,0.0,1.0
gene-RAB44,1.0,1.0,1.0
gene-CPNE5,111.66666666666667,6.904761904761905,38.95238095238095
gene-C6orf89,636.5555555555555,85.11111111111111,379.3333333333333
gene-PPIL1,1630.0,72.0,1451.0
gene-PI16,0.0,0.0,0.0
gene-MTCH1,1513.0,425.14285714285717,1499.7142857142858
gene-FGD2,0.0,0.0,0.0
gene-PIM1,0.0,0.0,0.0
gene-TMEM217,0.0,0.0,0.9166666666666666
gene-TBC1D22B,22.666666666666668,3.6666666666666665,154.33333333333334
gene-RNF8,290.85714285714283,21.571428571428573,473.85714285714283
gene-LOC107986531,4.0,2.0,0.0
gene-CMTR1,119.0,5.0,11.0
gene-CCDC167,715.0,71.0,99.0
gene-MDGA1,1.0,35.666666666666664,4.0
gene-ZFAND3,245.25,121.0,155.5
gene-BTBD9,102.0,16.444444444444443,98.77777777777777
gene-GLO1,1967.0,190.0,2845.0
gene-DNAH8,58.875,10.25,37.375
gene-GLP1R,0.0,0.0,0.0
gene-SAYSD1,92.0,103.0,113.0
gene-KCNK5,0.0,0.0,0.0
gene-KCNK17,0.0,2.0,1.0
gene-KCNK16,0.0,0.0,0.0
gene-KIF6,267.6923076923077,1.5384615384615385,4.3076923076923075
gene-DAAM2,1360.2222222222222,88.22222222222223,761.3333333333334
gene-MOCS1,630.4285714285714,2.0,314.85714285714283
gene-LRFN2,2.4,1.0,2.4
gene-UNC5CL,0.0,0.0,0.0
gene-TSPO2,0.0,0.0,0.0
gene-APOBEC2,0.0,0.0,0.0
gene-OARD1,646.6153846153846,29.692307692307693,108.61538461538461
gene-NFYA,48.0,38.0,1.0
gene-TREML1,0.0,0.0,0.0
gene-TREM2,0.0,0.0,0.0
gene-TREML2,0.0,0.0,0.0
gene-TREML4,0.0,0.0,0.0
gene-TREM1,0.0,0.0,0.0
gene-NCR2,1.0,1.0,1.0
gene-FOXP4,10.25,0.0,26.5
gene-MDFI,0.0,0.0,0.0
gene-TFEB,0.0,0.0,36.8
gene-PGC,0.0,0.0,0.0
gene-FRS3,1.0,0.0,3.0
gene-PRICKLE4,0.0,0.0,0.0
gene-TOMM6,1719.0,126.0,731.0
gene-USP49,14.0,3.0,9.0
gene-MED20,278.25,4.0,49.0
gene-BYSL,432.0,83.0,147.0
gene-CCND3,348.0,421.5,598.0
gene-TAF8,431.125,30.0,69.0
gene-C6orf132,7.0,2.0,1.0
gene-LOC118142757,0.0,1.0,0.0
gene-GUCA1ANB,0.0,0.0,0.0
gene-GUCA1A,0.0,0.0,0.0
gene-GUCA1B,0.0,0.0,0.0
gene-MRPS10,640.0,19.0,875.0
gene-TRERF1,6.620689655172414,3.896551724137931,1.9310344827586208
gene-LOC107986596,0.0,0.0,0.0
gene-UBR2,21.333333333333332,11.333333333333334,5.75
gene-PRPH2,0.0,0.0,1.0
gene-TBCC,276.0,67.0,181.0
gene-BICRAL,163.5,5.75,7.25
gene-RPL7L1,1642.0,192.0,1215.0
gene-C6orf226,81.0,31.0,81.0
gene-PTCRA,0.0,0.0,0.0
gene-CNPY3,780.0,148.2,95.2
gene-CNPY3-GNMT,2720.0,313.0,757.0
gene-GNMT,0.0,0.0,0.0
gene-PEX6,0.0,0.0,29.0
gene-MEA1,1205.1666666666667,382.6666666666667,955.8333333333334
gene-PPP2R5D,688.0,61.0,647.0
gene-KLHDC3,524.0,127.0,229.0
gene-RRP36,279.0,33.0,733.0
gene-CUL7,0.0,19.6875,0.0
gene-MRPL2,806.0,156.0,210.0
gene-KLC4,134.75,13.125,4.375
gene-PTK7,49.57142857142857,3.0,107.0
gene-SRF,0.0,54.0,43.0
gene-CUL9,0.9166666666666666,0.0,133.16666666666666
gene-DNPH1,1200.0,623.0,438.0
gene-TTBK1,0.0,0.75,0.0
